Name                                                               | Id                       | Web Services | Styles                                                                                                                        
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0131m    | OCEAN.RIOPS.3D_SALW_0131 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0156m    | OCEAN.RIOPS.3D_SALW_0156 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0186m    | OCEAN.RIOPS.3D_SALW_0186 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0222m    | OCEAN.RIOPS.3D_SALW_0222 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0266m    | OCEAN.RIOPS.3D_SALW_0266 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0318m    | OCEAN.RIOPS.3D_SALW_0318 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0380m    | OCEAN.RIOPS.3D_SALW_0380 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0454m    | OCEAN.RIOPS.3D_SALW_0454 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0541m    | OCEAN.RIOPS.3D_SALW_0541 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0644m    | OCEAN.RIOPS.3D_SALW_0644 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0763m    | OCEAN.RIOPS.3D_SALW_0763 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 0902m    | OCEAN.RIOPS.3D_SALW_0902 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 1062m    | OCEAN.RIOPS.3D_SALW_1062 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 1245m    | OCEAN.RIOPS.3D_SALW_1245 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 1452m    | OCEAN.RIOPS.3D_SALW_1452 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 1684m    | OCEAN.RIOPS.3D_SALW_1684 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 1942m    | OCEAN.RIOPS.3D_SALW_1942 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 2225m    | OCEAN.RIOPS.3D_SALW_2225 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 2533m    | OCEAN.RIOPS.3D_SALW_2533 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 2866m    | OCEAN.RIOPS.3D_SALW_2866 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 3221m    | OCEAN.RIOPS.3D_SALW_3221 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 3597m    | OCEAN.RIOPS.3D_SALW_3597 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 3992m    | OCEAN.RIOPS.3D_SALW_3992 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 4405m    | OCEAN.RIOPS.3D_SALW_4405 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 4833m    | OCEAN.RIOPS.3D_SALW_4833 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 5275m    | OCEAN.RIOPS.3D_SALW_5275 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea water salinity//OCEAN.RIOPS.3D - Sea water salinity - 5728m    | OCEAN.RIOPS.3D_SALW_5728 | WMS, WCS     | DEFAULT: SEA_SALT-DEFAULT, SEA_SALT-COASTAL, SEA_SALT-FRESH, SEA_SALT-FULL                                                    
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0000m          | OCEAN.RIOPS.3D_TM2_0000  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0002m          | OCEAN.RIOPS.3D_TM2_0002  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0003m          | OCEAN.RIOPS.3D_TM2_0003  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0004m          | OCEAN.RIOPS.3D_TM2_0004  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0005m          | OCEAN.RIOPS.3D_TM2_0005  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0006m          | OCEAN.RIOPS.3D_TM2_0006  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0008m          | OCEAN.RIOPS.3D_TM2_0008  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0010m          | OCEAN.RIOPS.3D_TM2_0010  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0011m          | OCEAN.RIOPS.3D_TM2_0011  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0013m          | OCEAN.RIOPS.3D_TM2_0013  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0016m          | OCEAN.RIOPS.3D_TM2_0016  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0018m          | OCEAN.RIOPS.3D_TM2_0018  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0022m          | OCEAN.RIOPS.3D_TM2_0022  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0025m          | OCEAN.RIOPS.3D_TM2_0025  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0029m          | OCEAN.RIOPS.3D_TM2_0029  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0034m          | OCEAN.RIOPS.3D_TM2_0034  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0040m          | OCEAN.RIOPS.3D_TM2_0040  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0047m          | OCEAN.RIOPS.3D_TM2_0047  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0056m          | OCEAN.RIOPS.3D_TM2_0056  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0066m          | OCEAN.RIOPS.3D_TM2_0066  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0078m          | OCEAN.RIOPS.3D_TM2_0078  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0092m          | OCEAN.RIOPS.3D_TM2_0092  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0110m          | OCEAN.RIOPS.3D_TM2_0110  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0131m          | OCEAN.RIOPS.3D_TM2_0131  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0156m          | OCEAN.RIOPS.3D_TM2_0156  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0186m          | OCEAN.RIOPS.3D_TM2_0186  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0222m          | OCEAN.RIOPS.3D_TM2_0222  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0266m          | OCEAN.RIOPS.3D_TM2_0266  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0318m          | OCEAN.RIOPS.3D_TM2_0318  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0380m          | OCEAN.RIOPS.3D_TM2_0380  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0454m          | OCEAN.RIOPS.3D_TM2_0454  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0541m          | OCEAN.RIOPS.3D_TM2_0541  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
